age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
62,management,married,primary,no,3289,no,no,cellular,15,aug,512,4,336,7,failure,no
37,admin.,married,tertiary,no,22744,yes,no,cellular,21,aug,235,4,220,0,other,yes
81,technician,married,tertiary,no,15945,no,no,cellular,18,jun,607,6,384,6,unknown,no
84,retired,married,primary,no,22243,yes,no,cellular,14,apr,591,2,212,5,unknown,yes
20,self-employed,divorced,secondary,no,46599,yes,no,cellular,26,feb,682,6,211,7,success,no
71,technician,divorced,secondary,no,37054,yes,no,cellular,21,jun,287,7,381,4,success,no
81,unemployed,married,secondary,no,22227,no,no,cellular,19,jun,575,1,357,5,success,no
57,entrepreneur,divorced,tertiary,no,25748,yes,no,cellular,13,oct,837,8,91,3,other,no
76,housemaid,married,primary,no,14958,yes,no,telephone,25,mar,282,6,44,9,unknown,yes
72,technician,divorced,secondary,no,44684,no,no,telephone,16,feb,610,9,253,9,failure,no
79,unemployed,single,secondary,no,7934,no,no,cellular,2,apr,218,4,189,0,unknown,yes
21,technician,divorced,secondary,no,43530,yes,no,cellular,25,aug,182,2,324,6,failure,yes
77,technician,divorced,secondary,no,8550,yes,no,cellular,2,may,744,9,143,1,other,yes
47,technician,divorced,primary,no,2024,yes,no,cellular,17,mar,106,8,342,0,failure,yes
19,technician,single,secondary,no,29772,no,no,cellular,26,dec,732,2,102,0,other,no
79,entrepreneur,married,tertiary,no,6722,no,yes,unknown,22,may,569,8,62,0,failure,yes
66,admin.,divorced,tertiary,no,48142,no,no,cellular,27,sep,754,8,155,1,failure,no
26,services,divorced,primary,no,120,yes,no,unknown,22,nov,398,5,306,0,other,no
48,technician,single,secondary,no,28089,no,no,cellular,20,aug,597,7,380,3,failure,yes
78,technician,married,secondary,no,19348,yes,no,cellular,29,dec,653,7,348,9,unknown,no
65,blue-collar,divorced,tertiary,yes,49593,yes,no,cellular,18,oct,784,4,126,9,success,no
42,admin.,single,primary,no,3877,no,no,telephone,29,jul,183,6,22,6,success,yes
53,services,married,tertiary,no,41488,yes,no,cellular,10,apr,184,6,123,9,other,no
25,self-employed,married,primary,no,16904,yes,no,cellular,12,feb,823,6,173,2,failure,yes
75,self-employed,divorced,primary,no,18792,no,no,cellular,27,dec,300,9,99,8,other,yes
62,housemaid,divorced,primary,no,24037,yes,no,telephone,3,sep,591,2,49,1,other,yes
79,unemployed,divorced,tertiary,no,15335,yes,no,telephone,29,mar,538,8,256,1,failure,no
56,student,divorced,primary,no,12659,no,yes,cellular,6,jun,419,8,147,6,success,no
75,retired,single,tertiary,no,27684,no,no,cellular,20,jul,97,1,166,8,unknown,yes
81,blue-collar,single,tertiary,no,-1036,no,no,unknown,5,dec,161,2,103,5,success,no
61,admin.,divorced,secondary,no,32902,yes,no,telephone,27,mar,699,4,67,0,failure,yes
46,admin.,married,tertiary,no,33012,yes,no,cellular,25,mar,874,5,33,5,success,no
76,student,divorced,tertiary,yes,33571,yes,no,telephone,21,mar,294,5,161,3,other,yes
88,housemaid,married,secondary,no,1911,no,no,cellular,26,mar,711,6,337,4,other,no
26,management,married,secondary,no,9216,yes,no,cellular,27,mar,811,7,206,3,other,no
23,entrepreneur,married,secondary,no,-592,no,no,cellular,8,jul,249,1,151,2,unknown,no
46,housemaid,single,primary,no,19621,yes,no,cellular,18,may,581,7,78,1,success,no
75,services,married,primary,no,18977,yes,no,telephone,16,apr,928,6,29,1,failure,yes
34,housemaid,married,secondary,no,11195,no,no,cellular,28,jun,966,5,223,9,unknown,yes
33,student,single,primary,no,41938,no,yes,cellular,14,aug,318,6,253,3,failure,no
20,student,married,secondary,no,38431,no,no,telephone,6,feb,108,8,207,2,other,yes
38,retired,married,primary,no,40577,no,no,telephone,11,dec,780,6,178,5,other,yes
81,blue-collar,divorced,tertiary,yes,5113,no,no,cellular,27,mar,601,5,303,9,other,yes
53,technician,married,primary,no,38910,no,yes,cellular,6,feb,349,6,142,2,success,yes
79,unemployed,married,primary,no,20761,no,no,telephone,5,jul,347,9,228,2,failure,yes
59,self-employed,married,tertiary,yes,22992,no,no,telephone,15,dec,516,1,312,3,failure,yes
59,student,married,secondary,no,11778,no,no,telephone,6,feb,876,3,304,4,unknown,no
78,retired,married,primary,no,19985,yes,no,cellular,30,may,420,3,332,8,success,yes
30,entrepreneur,single,primary,yes,48540,yes,no,cellular,21,nov,778,9,62,4,failure,no
28,self-employed,married,tertiary,no,2367,yes,no,telephone,16,oct,617,3,306,0,unknown,no
71,management,married,tertiary,yes,43447,yes,no,telephone,18,sep,847,6,38,8,unknown,yes
33,admin.,single,tertiary,no,8786,yes,no,cellular,21,aug,68,9,241,1,unknown,no
25,entrepreneur,single,tertiary,no,43780,yes,no,cellular,1,aug,228,5,359,3,unknown,no
76,management,married,secondary,no,40706,no,no,telephone,3,mar,972,9,243,9,other,yes
74,self-employed,married,primary,no,42461,no,yes,cellular,30,dec,134,9,308,5,failure,no
57,entrepreneur,married,primary,yes,28908,yes,no,cellular,23,jan,611,6,368,8,unknown,yes
76,retired,divorced,primary,yes,9051,yes,no,cellular,20,feb,823,8,95,1,unknown,no
19,management,divorced,primary,yes,34746,no,no,cellular,24,jul,536,9,143,8,unknown,no
27,admin.,married,secondary,no,13611,no,no,cellular,3,apr,599,9,386,8,failure,no
61,technician,single,primary,no,2490,no,no,cellular,7,oct,358,8,54,0,success,yes
28,retired,married,secondary,no,48004,no,no,cellular,14,may,720,4,28,5,failure,yes
19,services,single,secondary,no,29313,no,no,unknown,18,jan,337,8,106,5,other,no
67,admin.,single,tertiary,no,4377,yes,no,unknown,30,nov,251,2,212,8,success,yes
29,blue-collar,single,tertiary,no,7903,yes,no,unknown,24,feb,685,3,219,5,success,no
40,housemaid,married,primary,no,12567,no,no,telephone,15,sep,845,9,380,1,success,no
35,blue-collar,married,secondary,no,20885,yes,yes,cellular,13,jun,56,4,102,7,other,yes
79,unemployed,single,tertiary,yes,26222,no,no,cellular,19,jul,702,2,179,0,failure,no
79,student,divorced,secondary,no,46556,yes,no,cellular,29,may,180,3,125,4,unknown,yes
55,technician,divorced,tertiary,no,24606,no,no,cellular,22,sep,202,7,196,9,success,no
84,services,divorced,secondary,no,15440,yes,no,cellular,2,oct,752,9,341,2,other,yes
55,services,single,primary,no,260,yes,no,cellular,7,may,897,7,31,5,other,yes
84,housemaid,married,primary,no,28267,yes,no,unknown,13,jun,51,8,332,4,other,yes
78,management,single,secondary,yes,25002,no,yes,cellular,4,oct,839,3,232,9,unknown,no
18,housemaid,divorced,tertiary,no,48060,yes,no,cellular,6,sep,906,7,34,3,failure,no
62,student,married,tertiary,no,14833,no,no,cellular,18,may,574,1,16,2,other,no
45,blue-collar,single,primary,yes,47720,no,no,cellular,19,apr,650,6,373,0,failure,no
38,unemployed,single,primary,no,1498,no,no,unknown,15,dec,423,3,305,7,success,yes
30,services,divorced,primary,no,44729,no,no,cellular,3,may,76,2,230,4,unknown,no
44,blue-collar,single,tertiary,no,8518,no,no,cellular,20,nov,637,4,264,7,success,no
24,admin.,married,tertiary,no,10501,yes,no,unknown,17,may,154,9,293,8,failure,yes
39,technician,divorced,primary,no,20254,yes,no,cellular,16,may,364,6,47,7,unknown,yes
70,entrepreneur,divorced,secondary,no,32076,no,no,cellular,13,jan,324,9,56,5,other,no
21,student,married,tertiary,no,13902,no,no,cellular,22,may,919,8,330,9,success,no
40,entrepreneur,divorced,primary,no,31485,yes,yes,telephone,27,may,843,5,356,7,failure,no
87,student,single,secondary,no,23545,no,yes,cellular,22,jan,869,8,149,4,other,yes
50,self-employed,single,tertiary,no,1345,yes,no,telephone,20,apr,848,2,133,8,success,yes
45,technician,divorced,secondary,yes,13370,yes,no,unknown,8,aug,566,8,299,5,failure,yes
25,admin.,married,secondary,no,44721,yes,yes,cellular,21,apr,623,1,364,1,other,no
18,technician,single,tertiary,no,26231,yes,no,cellular,26,jul,940,3,343,6,other,no
54,management,married,primary,no,49870,yes,no,telephone,14,jun,599,7,309,0,unknown,no
80,student,single,secondary,no,39863,yes,no,cellular,4,may,984,4,122,9,other,no
39,entrepreneur,single,primary,no,7642,yes,no,unknown,7,sep,567,7,181,0,failure,yes
87,student,divorced,tertiary,yes,15839,yes,no,cellular,10,aug,326,1,203,7,failure,no
38,management,divorced,secondary,yes,21681,yes,yes,cellular,15,may,73,7,145,4,other,yes
52,student,married,secondary,yes,5035,yes,yes,cellular,26,oct,626,3,107,9,other,yes
22,technician,divorced,secondary,no,31299,yes,no,cellular,16,jul,51,2,148,8,other,no
77,retired,single,secondary,yes,33035,yes,no,cellular,8,nov,907,9,231,5,unknown,yes
63,student,single,secondary,no,47484,yes,no,telephone,2,sep,255,2,265,0,other,yes
67,self-employed,married,tertiary,no,21583,yes,no,cellular,29,jul,578,3,129,5,unknown,yes
65,self-employed,married,secondary,no,20105,no,no,telephone,17,mar,403,3,145,0,other,yes
23,services,single,tertiary,no,14130,yes,no,cellular,6,oct,642,4,89,4,unknown,no
73,self-employed,divorced,primary,no,11736,yes,no,cellular,16,nov,683,7,389,2,other,yes
76,student,divorced,tertiary,no,40281,yes,yes,telephone,2,may,33,7,373,9,unknown,yes
46,unemployed,married,secondary,no,11815,yes,no,unknown,27,dec,53,9,217,9,success,no
88,student,married,primary,yes,22396,no,no,telephone,24,sep,991,8,32,8,other,yes
35,retired,single,tertiary,no,22312,yes,no,telephone,29,sep,732,6,9,0,unknown,no
19,self-employed,single,tertiary,no,10244,yes,no,cellular,21,aug,862,6,259,5,unknown,no
25,blue-collar,married,tertiary,no,40668,yes,no,telephone,18,jun,351,5,69,2,failure,no
71,student,single,secondary,no,9718,yes,no,cellular,11,jul,810,2,162,8,failure,yes
55,admin.,married,secondary,no,14784,yes,yes,cellular,12,jul,568,6,259,1,failure,yes
65,admin.,married,tertiary,no,28683,no,no,cellular,5,nov,401,6,182,6,failure,no
44,entrepreneur,divorced,tertiary,no,42590,yes,no,telephone,2,jan,622,5,131,8,success,yes
37,retired,married,primary,no,41997,yes,yes,cellular,22,aug,662,6,281,2,unknown,yes
29,management,single,secondary,no,29428,no,yes,cellular,24,jun,394,5,347,2,success,yes
60,blue-collar,divorced,secondary,no,34759,no,no,cellular,18,jul,942,4,343,2,failure,no
78,student,divorced,primary,no,24490,no,no,cellular,22,oct,98,3,232,0,failure,yes
48,technician,single,tertiary,no,48209,yes,no,telephone,6,oct,501,1,368,8,failure,yes
78,housemaid,single,tertiary,yes,38701,yes,no,cellular,1,nov,534,4,352,8,failure,no
84,housemaid,single,primary,no,45351,yes,no,cellular,9,feb,342,9,13,5,failure,no
52,management,married,tertiary,no,39001,no,no,cellular,15,jul,101,7,103,8,success,yes
32,services,divorced,tertiary,no,43856,yes,no,cellular,28,aug,275,7,352,8,success,yes
33,technician,married,primary,no,14410,yes,no,cellular,8,dec,787,7,18,0,unknown,yes
30,housemaid,married,primary,yes,33386,no,no,cellular,28,may,794,4,246,2,success,yes
52,management,married,primary,no,7362,no,no,cellular,14,jan,905,7,160,2,other,yes
76,housemaid,married,tertiary,yes,37407,yes,yes,cellular,4,jun,102,2,125,0,failure,yes
38,retired,divorced,primary,no,22011,no,no,telephone,7,mar,815,8,32,5,unknown,yes
71,entrepreneur,divorced,tertiary,no,5042,no,no,unknown,20,may,557,8,113,3,failure,no
47,services,married,secondary,no,23286,yes,no,cellular,8,sep,720,9,217,7,other,no
65,retired,single,secondary,no,9391,no,yes,cellular,10,jul,893,5,240,5,failure,no
52,technician,divorced,primary,no,24999,yes,yes,telephone,18,aug,69,8,19,3,other,yes
55,management,married,tertiary,no,18,no,yes,cellular,18,jun,68,2,223,4,other,no
48,blue-collar,single,tertiary,no,10952,no,no,cellular,19,sep,85,8,165,1,unknown,yes
41,technician,single,tertiary,no,14240,yes,no,cellular,30,mar,914,9,294,9,other,no
66,technician,married,primary,yes,19262,yes,no,unknown,4,jan,774,6,170,0,other,no
49,self-employed,divorced,tertiary,yes,17282,no,no,cellular,27,oct,595,6,162,6,failure,yes
72,blue-collar,single,tertiary,no,20459,yes,yes,cellular,13,dec,201,4,309,9,unknown,no
75,admin.,divorced,tertiary,no,32815,yes,no,cellular,6,dec,331,8,215,2,unknown,yes
20,self-employed,divorced,secondary,no,15942,yes,yes,cellular,21,dec,957,7,197,2,other,yes
86,management,single,tertiary,no,-278,no,no,cellular,26,nov,519,9,48,5,failure,no
27,admin.,married,secondary,no,34820,no,no,cellular,13,apr,461,1,328,2,unknown,no
42,housemaid,single,tertiary,no,-349,yes,no,telephone,26,aug,730,8,328,6,other,yes
85,housemaid,single,tertiary,no,19606,no,no,cellular,23,jun,991,8,292,6,success,no
78,technician,divorced,tertiary,no,32546,yes,yes,cellular,22,jul,963,9,278,4,failure,yes
46,self-employed,married,secondary,no,-1317,no,no,cellular,30,sep,584,7,362,0,other,no
36,student,divorced,tertiary,no,40239,yes,no,cellular,16,feb,33,9,57,8,unknown,yes
60,blue-collar,single,primary,yes,16394,yes,no,unknown,20,jul,290,8,171,1,other,no
83,admin.,married,tertiary,no,44705,yes,yes,cellular,27,dec,910,9,152,3,other,yes
78,blue-collar,married,secondary,yes,16966,yes,yes,cellular,10,apr,599,9,220,9,success,no
60,self-employed,married,secondary,no,24469,yes,no,cellular,9,jul,578,1,217,9,failure,yes
42,technician,married,primary,no,6505,no,no,cellular,7,aug,439,3,81,1,success,yes
37,retired,married,primary,no,38211,yes,no,unknown,17,dec,776,6,265,0,success,yes
65,housemaid,single,primary,no,3492,no,no,cellular,24,feb,294,7,126,0,success,no
41,admin.,single,secondary,no,14827,no,yes,cellular,20,jul,44,4,184,0,failure,no
28,admin.,single,tertiary,no,48823,no,no,cellular,7,aug,117,2,372,6,success,yes
72,management,divorced,tertiary,no,25492,yes,no,telephone,27,dec,128,4,228,8,unknown,no
45,admin.,married,primary,no,1266,no,yes,cellular,2,jan,646,6,270,0,failure,no
86,self-employed,married,primary,no,3909,no,no,cellular,28,nov,246,4,-1,9,unknown,yes
80,unemployed,single,tertiary,no,10869,no,yes,cellular,19,oct,439,2,295,5,failure,yes
76,admin.,married,primary,no,37782,no,no,unknown,1,may,220,9,13,4,unknown,yes
22,admin.,divorced,tertiary,no,19863,yes,no,cellular,2,sep,244,1,78,2,other,no
68,blue-collar,married,tertiary,no,42055,yes,no,cellular,27,feb,739,7,172,1,success,yes
38,unemployed,married,tertiary,no,5819,no,no,cellular,5,jun,646,9,30,1,unknown,no
29,technician,divorced,tertiary,no,27136,no,no,cellular,18,feb,56,3,37,1,unknown,yes
67,entrepreneur,single,secondary,no,12837,yes,yes,cellular,29,mar,211,6,191,6,success,yes
21,unemployed,single,tertiary,no,45954,yes,no,cellular,6,nov,624,9,238,3,success,no
59,admin.,married,primary,no,8056,no,no,cellular,6,jun,188,9,71,6,failure,yes
55,student,divorced,primary,no,-1285,yes,yes,cellular,22,may,259,4,91,9,failure,yes
42,technician,single,primary,no,15275,yes,no,cellular,28,apr,264,8,87,0,unknown,no
31,services,single,primary,no,18191,yes,no,cellular,27,jul,829,8,252,9,failure,no
49,management,single,secondary,yes,14884,yes,yes,cellular,16,mar,415,7,232,3,success,yes
28,unemployed,married,tertiary,no,49792,yes,no,telephone,16,oct,559,6,137,8,failure,yes
78,blue-collar,divorced,tertiary,no,43462,no,no,cellular,30,jul,313,3,196,6,failure,yes
35,management,married,primary,no,6894,no,no,cellular,3,dec,100,4,288,9,failure,yes
44,retired,single,primary,no,16717,no,yes,telephone,27,sep,533,9,304,5,other,yes
72,admin.,divorced,primary,no,16578,no,no,cellular,3,feb,244,7,170,6,failure,yes
71,unemployed,married,tertiary,no,21321,yes,no,cellular,26,may,146,8,12,1,unknown,yes
38,housemaid,single,secondary,yes,40969,no,no,cellular,23,jan,129,6,326,0,success,no
61,student,single,secondary,yes,22959,no,no,cellular,29,jul,629,1,151,9,failure,no
22,blue-collar,married,secondary,no,8515,no,no,cellular,29,feb,889,9,194,8,unknown,no
58,management,single,secondary,no,7077,no,no,cellular,4,nov,694,3,176,1,other,yes
76,admin.,single,primary,no,48743,yes,no,cellular,6,may,324,3,93,1,failure,no
71,housemaid,divorced,tertiary,no,19443,yes,no,telephone,28,jan,206,9,339,2,failure,no
39,housemaid,single,primary,no,8443,yes,no,cellular,24,nov,161,4,235,2,other,no
82,retired,married,secondary,yes,35208,no,no,telephone,3,jan,849,8,309,2,unknown,yes
81,technician,divorced,primary,no,-217,yes,no,unknown,25,apr,663,4,76,3,unknown,no
88,student,married,secondary,no,11113,no,no,cellular,9,jul,752,2,242,0,unknown,no
21,entrepreneur,single,tertiary,no,3385,yes,no,telephone,3,jul,609,5,218,0,unknown,no
82,student,divorced,secondary,no,34885,no,no,cellular,6,aug,86,3,218,3,success,no
32,retired,divorced,primary,no,4982,yes,no,cellular,21,dec,42,4,205,0,unknown,yes
39,self-employed,divorced,tertiary,no,33351,yes,no,unknown,20,sep,222,3,182,3,other,yes
64,technician,divorced,secondary,no,40689,yes,no,cellular,24,apr,604,1,113,1,unknown,yes
63,blue-collar,married,secondary,no,11407,no,yes,cellular,26,feb,868,4,122,6,failure,yes
31,unemployed,single,tertiary,no,13316,yes,no,cellular,9,oct,539,9,236,5,failure,yes
67,technician,single,primary,no,44524,no,no,cellular,15,dec,182,7,106,1,failure,no
37,retired,divorced,tertiary,no,22838,yes,no,cellular,28,dec,52,6,45,1,failure,yes
67,retired,single,primary,no,25207,no,no,cellular,9,oct,59,9,196,0,success,yes
50,blue-collar,married,secondary,no,46116,yes,no,cellular,5,mar,398,4,49,3,failure,yes
76,blue-collar,single,secondary,no,26402,no,no,cellular,21,sep,730,6,192,1,failure,yes
60,blue-collar,married,tertiary,yes,430,yes,yes,cellular,27,nov,420,3,68,4,other,no
29,technician,married,secondary,no,37828,no,no,cellular,16,aug,339,3,373,3,success,yes
57,admin.,single,tertiary,no,936,yes,no,cellular,3,jun,650,8,85,0,unknown,yes
37,management,married,secondary,yes,9864,no,no,cellular,9,nov,430,5,73,4,other,no
55,services,married,secondary,no,23115,no,no,cellular,17,mar,382,8,191,4,failure,yes
20,blue-collar,married,primary,no,7307,yes,yes,telephone,28,oct,601,9,218,4,failure,no
45,management,married,tertiary,no,4709,yes,yes,cellular,3,aug,95,2,276,1,failure,yes
73,services,divorced,tertiary,no,27854,no,no,cellular,7,feb,195,7,331,3,success,no
30,technician,single,secondary,no,39843,no,no,telephone,7,nov,521,2,231,4,failure,yes
83,management,divorced,primary,no,18707,yes,no,cellular,21,apr,682,7,368,5,other,yes
54,blue-collar,married,primary,no,37384,yes,no,cellular,6,apr,593,3,226,6,other,yes
66,entrepreneur,single,tertiary,no,33187,yes,yes,cellular,20,sep,209,8,386,9,success,yes
83,retired,married,tertiary,no,-601,yes,no,cellular,8,aug,573,4,42,2,failure,yes
53,unemployed,single,secondary,yes,40536,yes,yes,cellular,4,jul,755,9,295,2,failure,no
71,unemployed,divorced,tertiary,no,49236,no,no,unknown,26,apr,806,4,253,9,failure,yes
43,management,single,secondary,no,22188,yes,no,cellular,15,jul,46,2,248,1,success,no
89,unemployed,married,primary,no,12245,yes,no,cellular,6,jan,155,4,399,8,success,yes
57,housemaid,single,tertiary,no,43746,no,yes,telephone,16,nov,111,5,271,0,failure,no
60,housemaid,single,primary,no,21371,yes,no,cellular,5,aug,69,8,171,2,other,yes
39,management,divorced,primary,no,45204,no,yes,cellular,12,aug,645,3,234,2,success,no
37,blue-collar,married,secondary,no,30286,no,no,cellular,14,sep,248,9,44,7,success,yes
25,student,single,primary,yes,19693,yes,no,cellular,26,sep,211,9,390,5,other,no
46,blue-collar,divorced,secondary,yes,32303,yes,no,telephone,6,jan,925,3,219,2,other,no
57,technician,single,secondary,no,19137,no,no,cellular,3,oct,467,8,141,0,failure,no
47,blue-collar,married,primary,no,39049,no,no,telephone,29,jul,697,6,231,2,failure,no
